run_id,model_id,universe_id,base_commit,point_in_time_universe,survivorship_bias,classification,trade_id,ticker,name,sector,signal_date,score,entry_date,entry_raw_open,entry_fill_price,stop_price,take_profit_price,exit_date,exit_raw_price,exit_fill_price,exit_reason,holding_sessions,gross_return_pct,net_return_pct,entry_cost_pct,exit_cost_pct,total_cost_pct,cost_scenario,path_policy,is_closed,data_quality_status,scenario_key
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8001T-0001,8001.T,Itochu Corp.,Trading companies,2004-11-05,120,2004-11-08,96.8000030518,96.8968030548,87.2071227493,125.9658439713,2005-02-04,99.8000030518,99.7002030487,max_holding,60,0.0309917346,0.0268760032,0.0010000000,0.0010000000,0.0041157314,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-5801T-0001,5801.T,"The Furukawa Electric Co., Ltd.",Nonferrous metals,2004-11-08,90,2004-11-09,483.0000000000,483.4830000000,435.1347000000,628.5279000000,2005-02-07,552.0000000000,551.4480000000,max_holding,60,0.1428571429,0.1382948434,0.0010000000,0.0010000000,0.0045622994,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-5803T-0001,5803.T,Fujikura Ltd.,Nonferrous metals,2004-11-08,90,2004-11-09,82.0000000000,82.0820000000,73.8738000000,106.7066000000,2004-12-09,73.8738000000,73.7999262000,stop_loss,22,-0.0991000000,-0.1026964036,0.0010000000,0.0010000000,0.0035964036,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-5802T-0001,5802.T,"Sumitomo Electric Industries, Ltd.",Nonferrous metals,2004-11-12,100,2004-11-15,269.0000000000,269.2690000000,242.3421000000,350.0497000000,2005-02-14,274.7500000000,274.4752500000,max_holding,60,0.0213754647,0.0172981216,0.0010000000,0.0010000000,0.0040773431,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8031T-0001,8031.T,"Mitsui & Co., Ltd.",Trading companies,2004-11-25,90,2004-11-26,443.5000000000,443.9435000000,399.5491500000,577.1265500000,2005-02-24,530.0000000000,529.4700000000,max_holding,60,0.1950394589,0.1902688470,0.0010000000,0.0010000000,0.0047706118,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8053T-0001,8053.T,Sumitomo Corp.,Trading companies,2004-11-30,90,2004-12-01,214.5000000000,214.7145000000,193.2430500000,279.1288500000,2005-03-01,242.2500000000,242.0077500000,max_holding,60,0.1293706294,0.1248621683,0.0010000000,0.0010000000,0.0045084611,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8058T-0001,8058.T,Mitsubishi Corp.,Trading companies,2004-12-02,90,2004-12-03,433.3333435059,433.7666768494,390.3900091644,563.8966799042,2005-03-03,472.6666564941,472.1939898376,max_holding,60,0.0907691817,0.0864148180,0.0010000000,0.0010000000,0.0043543636,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8801T-0001,8801.T,"Mitsui Fudosan Co., Ltd.",Real estate,2004-12-03,100,2004-12-06,403.3333435059,403.7366768494,363.3630091644,524.8576799042,2005-03-04,431.0000000000,430.5690000000,max_holding,60,0.0685950144,0.0643291703,0.0010000000,0.0010000000,0.0042658441,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-8015T-0001,8015.T,Toyota Tsusho Corp.,Trading companies,2004-12-10,90,2004-12-13,528.3333129883,528.8616463013,475.9754816711,687.5201401917,2005-01-20,475.9754816711,475.4995061895,stop_loss,25,-0.0991000000,-0.1026964036,0.0010000000,0.0010000000,0.0035964036,basic,conservative,True,complete,basic:conservative
0f6c05bff4831033,tgs_stable_v2_universe_lab,U15,43d5dd5aa6be3b0638b5af83976e61a214bd9c37,False,True,survivorship-biased exploratory evidence; not Formal Candidate,U15-6301T-0001,6301.T,Komatsu Ltd.,Machinery,2005-01-07,100,2005-01-11,740.0000000000,740.7400000000,666.6660000000,962.9620000000,2005-04-06,818.0000000000,817.1820000000,max_holding,60,0.1054054054,0.1009926138,0.0010000000,0.0010000000,0.0044127916,basic,conservative,True,complete,basic:conservative
