gate_id,model_id,base_commit,classification,source_run_id,universe_id,split,bitmask,bit_pattern,score,has_weekly_above_200ma,has_weekly_macd_gc,has_weekly_macd_uptrend,has_daily_rsi_40_65,has_daily_volume_1_5x,raw_signal_count,accepted_signal_cohort_count,contained_trade_count,cross_boundary_excluded_count,trade_count,closed_trade_count,open_trade_count,win_rate,average_win,average_loss,payoff_ratio,expectancy_per_trade,profit_factor,max_consecutive_losses,average_holding_sessions,median_holding_sessions,sum_net_returns,sample_status,stop_loss_exit_count,stop_gap_exit_count,take_profit_exit_count,take_profit_gap_exit_count,max_holding_exit_count,data_end_or_haircut_exit_count,other_exit_count,ticker_distinct_count,ticker_top_trade_share,ticker_trade_hhi,sector_distinct_count,sector_top_trade_share,sector_trade_hhi,ticker_top_loss_share,ticker_loss_hhi,sector_top_loss_share,sector_loss_hhi
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,development,30,11110,90,False,True,True,True,True,51,6,6,0,6,6,0,0.0,,-0.08932520165928882,,-0.08932520165928882,0.0,6,29.0,25.5,-0.535951209955733,INSUFFICIENT_SAMPLE,5,0,0,0,1,0,0,6,0.16666666666666666,0.16666666666666669,6,0.16666666666666666,0.16666666666666669,0.19161520990853956,0.18533956096341458,0.19161520990853956,0.18533956096341458
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,development,31,11111,120,True,True,True,True,True,103,22,20,2,20,20,0,0.35,0.14714733999568752,-0.0969542792350708,1.5176982507282735,-0.011518712504305379,0.8172221350075319,4,35.5,38.0,-0.23037425008610757,INSUFFICIENT_SAMPLE,8,3,2,0,7,0,0,17,0.1,0.06500000000000002,12,0.2,0.11500000000000002,0.16449245523192876,0.1080938599226015,0.32859958701528336,0.17579411615125143
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,validation,15,01111,100,True,True,True,True,False,654,59,54,5,54,54,0,0.5370370370370371,0.14830285777237054,-0.08486698611019726,1.7474740717174013,0.04035385597488545,2.0270699231921854,5,46.074074074074076,60.0,2.1791082226438143,SUFFICIENT,15,3,4,0,32,0,0,37,0.05555555555555555,0.03292181069958849,19,0.2037037037037037,0.093278463648834,0.09680692886918862,0.06041812168758932,0.38312068860415943,0.181779038275967
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,validation,23,10111,100,True,True,True,False,True,92,16,15,1,15,15,0,0.4666666666666667,0.15281652421822325,-0.06918658103851498,2.2087595878332666,0.03441486808129619,1.9326646393541083,4,44.2,60.0,0.5162230212194429,INSUFFICIENT_SAMPLE,2,2,2,0,9,0,0,11,0.2,0.11111111111111113,9,0.2,0.1377777777777778,0.4003890835317544,0.2488025946261688,0.4003890835317544,0.2488025946261688
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,validation,29,11101,90,True,False,True,True,True,500,39,36,3,36,36,0,0.3333333333333333,0.1519471798534589,-0.07552983762794258,2.0117503840263176,0.00029583486585791724,1.0058751920131588,9,43.94444444444444,54.0,0.01065005517088502,SUFFICIENT,12,3,4,0,17,0,0,30,0.08333333333333333,0.038580246913580266,17,0.2222222222222222,0.10030864197530864,0.06476872188704508,0.053101356671187226,0.16995999002123263,0.09584939292260751
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,validation,30,11110,90,False,True,True,True,True,13,1,1,0,1,1,0,1.0,0.05529248122168173,,,0.05529248122168173,,0,60.0,60.0,0.05529248122168173,INSUFFICIENT_SAMPLE,0,0,0,0,1,0,0,1,1.0,1.0,1,1.0,1.0,,,,
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,validation,31,11111,120,True,True,True,True,True,68,10,9,1,9,9,0,0.2222222222222222,0.13790788849554514,-0.09298330997333952,1.4831466908963182,-0.04167415475803182,0.42375619739894804,4,40.333333333333336,41.0,-0.3750673928222864,INSUFFICIENT_SAMPLE,4,2,0,0,3,0,0,9,0.1111111111111111,0.1111111111111111,6,0.3333333333333333,0.20987654320987653,0.17119290626277356,0.15565340534170516,0.3155601753409874,0.21775439592633994
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,final_holdout,15,01111,100,True,True,True,True,False,697,76,76,0,76,73,3,0.4246575342465753,0.1969789835483019,-0.09208684526742743,2.1390567021408917,0.030667136832402842,1.5788275658658963,14,37.71232876712329,46.0,2.2387009887654075,SUFFICIENT,25,8,10,3,27,0,0,41,0.0547945205479452,0.03058735222368174,17,0.1643835616438356,0.09326327641208479,0.08693468724083603,0.04779053057131335,0.20515898229274532,0.1290179883684222
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,final_holdout,23,10111,100,True,True,True,False,True,89,17,17,0,17,16,1,0.5,0.1754976021421315,-0.10544258394849695,1.6643901881980876,0.035027509096817275,1.6643901881980876,2,31.5,23.0,0.5604401455490764,INSUFFICIENT_SAMPLE,5,2,2,1,6,0,0,14,0.1875,0.0859375,11,0.3125,0.1484375,0.24348892010879863,0.15647836609290913,0.3652333801631979,0.215765220308658
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,final_holdout,29,11101,90,True,False,True,True,True,506,60,60,0,60,57,3,0.3157894736842105,0.16739351351164738,-0.10827103884150606,1.5460599187257131,-0.02121907494051024,0.7135661163349445,11,30.29824561403509,28.0,-1.2094872716090836,SUFFICIENT,20,17,3,3,14,0,0,38,0.05263157894736842,0.032933210218528755,15,0.14035087719298245,0.08771929824561403,0.09595004801198202,0.0411351642844237,0.13089768608843425,0.08819405609533036
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,final_holdout,30,11110,90,False,True,True,True,True,7,0,0,0,0,0,0,,,,,,,0,,,0.0,INSUFFICIENT_SAMPLE,0,0,0,0,0,0,0,0,,,0,,,,,,
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U50_PIT_LITE,final_holdout,31,11111,120,True,True,True,True,True,64,15,15,0,15,12,3,0.5,0.17831244030561003,-0.10857646035973162,1.6422753119307045,0.03486798997293921,1.6422753119307048,2,23.916666666666668,15.0,0.4184158796752705,INSUFFICIENT_SAMPLE,3,3,2,1,3,0,0,12,0.08333333333333333,0.08333333333333334,8,0.25,0.1527777777777778,0.18339027109642,0.16724870963433394,0.35375889180866016,0.2297366047118157
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,overall,15,01111,100,True,True,True,True,False,5683,343,343,0,343,334,9,0.4311377245508982,0.14168979372123847,-0.08854779696760451,1.6001504111172424,0.010716313988064337,1.212745574741489,13,43.365269461077844,58.5,3.5792488720134887,SUFFICIENT,107,35,24,8,160,0,0,129,0.03592814371257485,0.012495966151529276,29,0.16467065868263472,0.06905948581878157,0.04315669658312865,0.01605687345969191,0.19007373764165722,0.08007133918912555
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,overall,23,10111,100,True,True,True,False,True,672,48,48,0,48,48,0,0.4166666666666667,0.19165828368775567,-0.09363999577934522,2.046756645946272,0.025234287331946815,1.4619690328187656,6,36.5,34.5,1.2112457919334472,SUFFICIENT,17,5,6,2,18,0,0,39,0.08333333333333333,0.032118055555555546,20,0.2708333333333333,0.11111111111111108,0.09369383481811096,0.046993717088620844,0.12971246450502294,0.07440727983835177
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,overall,29,11101,90,True,False,True,True,True,4799,249,249,0,249,249,0,0.4578313253012048,0.13997607753898217,-0.09552868082278732,1.4652780330825255,0.012292774812721594,1.2373458946030216,13,40.01204819277108,52.0,3.060900928367677,SUFFICIENT,88,27,13,8,113,0,0,116,0.024096385542168676,0.011790132417219074,26,0.18072289156626506,0.07636973597200047,0.02932572094075044,0.014933587656351983,0.1726225681139821,0.07370427714188124
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,overall,30,11110,90,False,True,True,True,True,173,4,4,0,4,4,0,0.5,0.1255205377678822,-0.08467522405188849,1.4823762106724858,0.02042265685799685,1.4823762106724858,2,46.75,60.0,0.0816906274319874,INSUFFICIENT_SAMPLE,0,1,0,0,3,0,0,4,0.25,0.25,4,0.25,0.25,0.6078543337746991,0.5232651146279684,0.6078543337746991,0.5232651146279684
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,overall,31,11111,120,True,True,True,True,True,489,68,68,0,68,67,1,0.373134328358209,0.1702301277430328,-0.09463590092972932,1.79879016388754,0.004194706783987901,1.0707084308854407,10,35.82089552238806,36.0,0.2810453545271894,SUFFICIENT,23,12,6,3,23,0,0,51,0.05970149253731343,0.026063711294274896,22,0.208955223880597,0.0839830697259969,0.08787058118591606,0.041211912316418214,0.23294122237727846,0.10161718453266766
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,development,15,01111,100,True,True,True,True,False,3183,197,191,6,191,191,0,0.43455497382198954,0.11337925632594659,-0.08706994415226867,1.3021629613965064,3.625291418090942e-05,1.00073634996213,13,45.37696335078534,60.0,0.006924306608553699,SUFFICIENT,57,23,7,4,100,0,0,97,0.031413612565445025,0.014774814286889062,27,0.13089005235602094,0.06806282722513088,0.06775359797772608,0.020389414603467923,0.14769181925957034,0.0789374963410611
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,development,23,10111,100,True,True,True,False,True,358,29,27,2,27,27,0,0.48148148148148145,0.1695547835631023,-0.07474682363690344,2.2683878098519092,0.04287987612606228,2.106360109148201,4,44.25925925925926,60.0,1.1577566554036816,INSUFFICIENT_SAMPLE,9,0,3,1,14,0,0,24,0.07407407407407407,0.04526748971193415,14,0.2222222222222222,0.10562414266117967,0.09813737952767682,0.09014791584689184,0.19627475905535344,0.12905588361256476
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,development,29,11101,90,True,False,True,True,True,2712,154,152,2,152,152,0,0.4276315789473684,0.12902412131322522,-0.09611038152007155,1.3424576957514212,0.00016424140206194724,1.002985634756809,13,39.28947368421053,49.0,0.02496469311341598,SUFFICIENT,56,19,7,3,67,0,0,86,0.03289473684210526,0.015408587257617727,23,0.21710526315789475,0.09877077562326868,0.045230010934154234,0.021676454671621208,0.20207803260518103,0.09454480207548437
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,development,30,11110,90,False,True,True,True,True,125,2,2,0,2,2,0,0.5,0.12627606274286585,-0.1029404038065681,1.2266909597532472,0.011667829468148871,1.2266909597532472,1,33.5,33.5,0.023335658936297743,INSUFFICIENT_SAMPLE,0,1,0,0,1,0,0,2,0.5,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,development,31,11111,120,True,True,True,True,True,233,31,31,0,31,31,0,0.2903225806451613,0.16396364673920683,-0.09543002788112852,1.7181557040248017,-0.02012218686232149,0.702881878919237,10,34.45161290322581,31.0,-0.6237877927319662,SUFFICIENT,9,9,2,0,11,0,0,27,0.06451612903225806,0.04058272632674296,16,0.12903225806451613,0.08428720083246617,0.11004722812831019,0.054996451871282326,0.14751164135573722,0.09657681441002954
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,validation,15,01111,100,True,True,True,True,False,1276,66,61,5,61,61,0,0.4426229508196721,0.16053989488540502,-0.08887551707082725,1.806345551356585,0.021521468549144402,1.4344508790184642,7,41.19672131147541,54.0,1.3128095814978085,SUFFICIENT,23,4,4,0,30,0,0,46,0.04918032786885246,0.025530771298038164,19,0.2459016393442623,0.097016930932545,0.06797108041150747,0.04122229224421069,0.2871790889299766,0.13052965143312426
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,validation,23,10111,100,True,True,True,False,True,169,6,5,1,5,5,0,0.4,0.24474175467672676,-0.08523231150514998,2.8714668223205324,0.046757314967600716,1.914311214880355,2,34.2,23.0,0.23378657483800358,INSUFFICIENT_SAMPLE,2,0,1,0,2,0,0,5,0.2,0.20000000000000004,4,0.4,0.28,0.40163329994946934,0.36132264597192487,0.40163329994946934,0.36132264597192487
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,validation,29,11101,90,True,False,True,True,True,1028,46,44,2,44,44,0,0.4772727272727273,0.14111293130839608,-0.0865715141153618,1.6300157476783244,0.022096062109613564,1.4882752478802093,6,46.18181818181818,59.5,0.9722267328229969,SUFFICIENT,16,2,4,0,22,0,0,37,0.06818181818181818,0.030991735537190077,19,0.13636363636363635,0.06921487603305783,0.10315312309267509,0.05536414585294734,0.1547296846390127,0.08380684141205216
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,validation,30,11110,90,False,True,True,True,True,29,1,1,0,1,1,0,0.0,,-0.06641004429720887,,-0.06641004429720887,0.0,1,60.0,60.0,-0.06641004429720887,INSUFFICIENT_SAMPLE,0,0,0,0,1,0,0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,validation,31,11111,120,True,True,True,True,True,139,16,14,2,14,14,0,0.35714285714285715,0.15005621004452205,-0.09408638537800229,1.5948769786580161,-0.006892601298529311,0.8860427659211202,4,42.785714285714285,43.5,-0.09649641817941035,INSUFFICIENT_SAMPLE,8,0,0,1,5,0,0,13,0.14285714285714285,0.0816326530612245,10,0.21428571428571427,0.13265306122448978,0.24255818660410303,0.14797227410758657,0.24255818660410303,0.17738951105192186
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,final_holdout,15,01111,100,True,True,True,True,False,1224,80,80,0,80,71,9,0.38028169014084506,0.20588341401211532,-0.09254610694307788,2.2246577496636086,0.020941175673685735,1.3651308918390326,8,38.67605633802817,42.0,1.4868234728316871,SUFFICIENT,26,7,11,4,23,0,0,47,0.04225352112676056,0.025590160682404276,24,0.19718309859154928,0.08470541559214442,0.06393637635433169,0.03875361159584688,0.23044159382347412,0.10188577551925675
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,final_holdout,23,10111,100,True,True,True,False,True,145,13,13,0,13,13,0,0.23076923076923078,0.29978376923501604,-0.12170710127931646,2.463157581471073,-0.024439977314470503,0.7389472744413219,6,16.384615384615383,12.0,-0.31771970508811653,INSUFFICIENT_SAMPLE,5,5,2,1,0,0,0,11,0.15384615384615385,0.10059171597633138,8,0.3076923076923077,0.17159763313609472,0.20184338114333888,0.1119885066163173,0.2018433811433389,0.14087675258380702
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,final_holdout,29,11101,90,True,False,True,True,True,1059,49,49,0,49,49,0,0.5102040816326531,0.15158655766981335,-0.10402403257692545,1.457226315060566,0.02638953387549231,1.5179440781880897,8,35.53061224489796,37.0,1.2930871598991232,SUFFICIENT,16,6,2,3,22,0,0,42,0.04081632653061224,0.026239067055393576,16,0.12244897959183673,0.07788421491045397,0.08226977383043661,0.04784735914596635,0.17350312266894974,0.10052270531833886
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,final_holdout,30,11110,90,False,True,True,True,True,19,1,1,0,1,1,0,1.0,0.12476501279289853,,,0.12476501279289853,,0,60.0,60.0,0.12476501279289853,INSUFFICIENT_SAMPLE,0,0,0,0,1,0,0,1,1.0,1.0,1,1.0,1.0,,,,
V2-R2B_ROOT_CAUSE_DIAGNOSTIC_AND_STOP_DECISION,TGS_STABLE_V2_ROOT_CAUSE_DIAGNOSTIC,9dae034999aa33b3f0d059adc059d3c8dbe659c2,POST_HOC_ASSOCIATION_DIAGNOSTIC_ONLY,v2-r2a-20260727-d3b8ed0-integrity1,U100_PIT_LITE,final_holdout,31,11111,120,True,True,True,True,True,117,21,21,0,21,20,1,0.5,0.17210041730600845,-0.09257733536653792,1.8589908277724543,0.03976154096973526,1.8589908277724545,5,33.95,28.0,0.7952308193947053,INSUFFICIENT_SAMPLE,5,3,4,1,7,0,0,18,0.15,0.06500000000000002,12,0.3,0.145,0.22186078955459543,0.13342535473414044,0.3327911843318933,0.182647564675929
